,activity_nr,X.x,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt,year,X.y,citation_id,delete_flag,standard,viol_type,issuance_date,abate_date,abate_complete,current_penalty,initial_penalty,contest_date,final_order_date,nr_instances,nr_exposed,rec,gravity,emphasis,hazcat,fta_insp_nr,fta_issuance_date,fta_penalty,fta_contest_date,fta_final_order_date,hazsub1,hazsub2,hazsub3,hazsub4,hazsub5,load_dt
722,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501437,1001,,19100134 C01    I,S,11/16/2009,1/5/2010,X,NA,NA,11/30/2009,,1,100,,4,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
723,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501441,1005,,19100134 C01    V,S,11/16/2009,1/5/2010,X,NA,NA,11/30/2009,,1,100,,8,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
724,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501442,1006,,19100134 C01  VII,S,11/16/2009,1/5/2010,X,NA,NA,11/30/2009,,1,100,,8,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
725,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501445,1009,,19100134 F02,S,11/16/2009,1/5/2010,X,NA,NA,11/30/2009,,100,100,,4,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
726,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501440,1004,,19100134 C01   IV,S,11/16/2009,1/5/2010,X,NA,NA,11/30/2009,,1,100,,8,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
727,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501447,2001,,19040029 B01,O,11/16/2009,11/24/2009,X,NA,NA,11/30/2009,,1,191,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
728,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501448,2002,,19040030 A,O,11/16/2009,11/24/2009,X,NA,NA,11/30/2009,,1,191,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
729,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501443,1007,,19100134 D03  IIIB2,S,11/16/2009,1/5/2010,X,NA,NA,11/30/2009,,1,100,,4,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
730,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501444,1008,,19100134 E01,S,11/16/2009,1/5/2010,X,NA,NA,11/30/2009,,104,104,,6,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
731,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501438,1002,,19100134 C01   II,S,11/16/2009,1/5/2010,X,NA,NA,11/30/2009,,1,100,,6,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
732,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501439,1003,,19100134 C01  III,S,11/16/2009,1/5/2010,X,NA,NA,11/30/2009,,1,100,,4,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
733,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501449,2003,,19100134 C02    I,O,11/16/2009,11/24/2009,X,NA,NA,11/30/2009,,1,4,,2,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
734,313555823,263,352410,NA,WICOMICO COUNTY DEPARTMENT OF CORRECTIONS,411 NAYLOR MILL ROAD,SALISBURY,MD,21801,B,0,N,H,9223,922140,C,B,,N,,,NA,,,,NA,ADMINISTRATIVE OFFICES  P.O. BOX 870,SALISBURY,MD,21803,N029    000030358,191,11/3/2009,4/12/2010,11/13/2009,2/24/2010,2011-10-14 16:38:47 EDT,2010,2501450,2004,,19100134 C02   II,O,11/16/2009,1/5/2010,X,NA,NA,11/30/2009,,4,4,,2,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
735,313558058,266,253680,NA,HERKIMER CO CORR FAC,126 COURT STREET,HERKIMER,NY,13350,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,320 N. MAIN STREET,HERKIMER,NY,13350,N061    000011395,50,3/14/2011,8/15/2011,3/16/2011,6/1/2011,2011-10-14 16:38:47 EDT,2011,2502252,1001,,19101200 H01,O,4/22/2011,6/8/2011,X,NA,NA,,,1,50,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
736,313562969,270,253670,NA,NYSDOCS CAPE VINCENT CORRECTIONAL FACILITY,SR 12E,CAPE VINCENT,NY,13618,C,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,STATE CAMPUS BUILDING #2,ALBANY,NY,12226,N063    000009868,150,3/30/2010,5/31/2016,4/28/2010,7/6/2010,2016-06-30 01:10:52 EDT,2010,2503676,1002,,19100134 E01,S,5/12/2010,8/10/2010,X,NA,NA,,,1,1,R,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-06-30 01:11:27 EDT
737,313562969,270,253670,NA,NYSDOCS CAPE VINCENT CORRECTIONAL FACILITY,SR 12E,CAPE VINCENT,NY,13618,C,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,STATE CAMPUS BUILDING #2,ALBANY,NY,12226,N063    000009868,150,3/30/2010,5/31/2016,4/28/2010,7/6/2010,2016-06-30 01:10:52 EDT,2010,2503674,1004,,19100134 K01,S,5/12/2010,9/21/2010,X,NA,NA,,,1,2,R,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-06-30 01:11:27 EDT
738,313562969,270,253670,NA,NYSDOCS CAPE VINCENT CORRECTIONAL FACILITY,SR 12E,CAPE VINCENT,NY,13618,C,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,STATE CAMPUS BUILDING #2,ALBANY,NY,12226,N063    000009868,150,3/30/2010,5/31/2016,4/28/2010,7/6/2010,2016-06-30 01:10:52 EDT,2010,2503675,1003,,19100134 F01,S,5/12/2010,8/10/2010,X,NA,NA,,,1,1,R,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-06-30 01:11:27 EDT
739,313562969,270,253670,NA,NYSDOCS CAPE VINCENT CORRECTIONAL FACILITY,SR 12E,CAPE VINCENT,NY,13618,C,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,STATE CAMPUS BUILDING #2,ALBANY,NY,12226,N063    000009868,150,3/30/2010,5/31/2016,4/28/2010,7/6/2010,2016-06-30 01:10:52 EDT,2010,2503673,1001,,19100037 B,S,5/12/2010,8/10/2010,X,NA,NA,,,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-06-30 01:11:27 EDT
740,313564775,272,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,60,9/30/2010,1/3/2011,10/22/2010,11/29/2010,2011-10-14 16:38:47 EDT,2010,2504188,1001,,19100141 A03    I,O,11/9/2010,12/24/2010,X,NA,NA,,,3,40,R,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
741,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504426,1004,,19100037 A03,S,10/18/2010,12/2/2010,X,NA,NA,,,1,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
742,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504427,1005,,19100147 D04   II,S,10/18/2010,12/2/2010,X,NA,NA,,,1,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
743,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504425,1003,,19100025 D01    X,S,10/18/2010,10/21/2010,X,NA,NA,,,1,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
744,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504428,1006,,19100303 B02,S,10/18/2010,12/2/2010,X,NA,NA,,,1,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
745,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504429,1007,,19100303 B07   IV,S,10/18/2010,12/2/2010,X,NA,NA,,,9,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
746,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504430,1008,,19100303 G02    I,S,10/18/2010,12/2/2010,X,NA,NA,,,1,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
747,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504431,1002,,19100022 B01,S,10/18/2010,12/2/2010,X,NA,NA,,,1,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
748,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504432,1001,,19100022 A01,S,10/18/2010,12/2/2010,X,NA,NA,,,4,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
749,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504434,1010,,19100305 D02,S,10/18/2010,10/21/2010,X,NA,NA,,,1,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
750,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504435,1009,,19100304 G05,S,10/18/2010,12/2/2010,X,NA,NA,,,1,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
751,313565467,273,253670,NA,JEFFERSON CO PUBLIC SAFETY BLDG,753 CITY CENTER DR W,WATERTOWN,NY,13601,B,0,N,S,9223,922140,B,A,,Y,,,NA,,,,NA,175 ARSENAL ST,WATERTOWN,NY,13601,N063    000011063,63,9/1/2010,2/24/2011,9/1/2010,12/1/2010,2011-10-14 16:38:47 EDT,2010,2504433,1011,,19100334 A02    I,S,10/18/2010,12/2/2010,X,NA,NA,,,1,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
752,313568685,276,253670,NA,ONONDAGA CO JUSTICE CENTER,555 S STATE STREET,SYRACUSE,NY,13202,B,0,N,H,9223,922140,B,A,,Y,,,NA,,,,NA,407 S STATE STREET,SYRACUSE,NY,13202,N063    000011505,45,9/21/2011,3/12/2012,11/1/2011,3/2/2012,2012-03-14 01:00:33 EDT,2012,2505228,1002,,19100212 B,S,11/30/2011,12/19/2011,X,NA,NA,,,1,50,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-03-14 01:00:37 EDT
753,313568685,276,253670,NA,ONONDAGA CO JUSTICE CENTER,555 S STATE STREET,SYRACUSE,NY,13202,B,0,N,H,9223,922140,B,A,,Y,,,NA,,,,NA,407 S STATE STREET,SYRACUSE,NY,13202,N063    000011505,45,9/21/2011,3/12/2012,11/1/2011,3/2/2012,2012-03-14 01:00:33 EDT,2012,2505226,2001,,19101025 D02,O,11/30/2011,12/5/2011,I,NA,NA,,,3,300,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-03-14 01:00:37 EDT
754,313568685,276,253670,NA,ONONDAGA CO JUSTICE CENTER,555 S STATE STREET,SYRACUSE,NY,13202,B,0,N,H,9223,922140,B,A,,Y,,,NA,,,,NA,407 S STATE STREET,SYRACUSE,NY,13202,N063    000011505,45,9/21/2011,3/12/2012,11/1/2011,3/2/2012,2012-03-14 01:00:33 EDT,2012,2505229,1001,,19100095 G01,S,11/30/2011,2/27/2012,X,NA,NA,,,8,8,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-03-14 01:00:37 EDT
755,313568685,276,253670,NA,ONONDAGA CO JUSTICE CENTER,555 S STATE STREET,SYRACUSE,NY,13202,B,0,N,H,9223,922140,B,A,,Y,,,NA,,,,NA,407 S STATE STREET,SYRACUSE,NY,13202,N063    000011505,45,9/21/2011,3/12/2012,11/1/2011,3/2/2012,2012-03-14 01:00:33 EDT,2012,2505225,1003,,19100215 B09,S,11/30/2011,12/19/2011,X,NA,NA,,,2,50,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-03-14 01:00:37 EDT
756,313568685,276,253670,NA,ONONDAGA CO JUSTICE CENTER,555 S STATE STREET,SYRACUSE,NY,13202,B,0,N,H,9223,922140,B,A,,Y,,,NA,,,,NA,407 S STATE STREET,SYRACUSE,NY,13202,N063    000011505,45,9/21/2011,3/12/2012,11/1/2011,3/2/2012,2012-03-14 01:00:33 EDT,2012,2505227,1004,,19100334 A02   II,S,11/30/2011,12/5/2011,I,NA,NA,,,1,50,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-03-14 01:00:37 EDT
757,313584492,1418,653510,NA,NEW MEXICO CORRECTIONS DEPARTMENT,PROBATION AND PAROLE DIVISION,SANTA FE,NM,87502,C,0,N,S,8744,561210,C,B,,N,,,NA,,,,NA,P.O. BOX 27116,SANTA FE,NM,87502,N023    000017306,25,8/6/2009,9/6/2011,8/6/2009,9/16/2010,2011-10-14 16:38:47 EDT,2010,2508582,2002,,19040040 A,O,1/8/2010,2/11/2010,X,NA,NA,5/21/2010,9/14/2010,1,400,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
758,313584492,1418,653510,NA,NEW MEXICO CORRECTIONS DEPARTMENT,PROBATION AND PAROLE DIVISION,SANTA FE,NM,87502,C,0,N,S,8744,561210,C,B,,N,,,NA,,,,NA,P.O. BOX 27116,SANTA FE,NM,87502,N023    000017306,25,8/6/2009,9/6/2011,8/6/2009,9/16/2010,2011-10-14 16:38:47 EDT,2010,2508581,2001,,19040029 A,O,1/8/2010,2/11/2010,X,NA,NA,5/21/2010,9/14/2010,10,20,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
759,313584492,1418,653510,NA,NEW MEXICO CORRECTIONS DEPARTMENT,PROBATION AND PAROLE DIVISION,SANTA FE,NM,87502,C,0,N,S,8744,561210,C,B,,N,,,NA,,,,NA,P.O. BOX 27116,SANTA FE,NM,87502,N023    000017306,25,8/6/2009,9/6/2011,8/6/2009,9/16/2010,2011-10-14 16:38:47 EDT,2010,2508580,1001,,90005 A,S,1/8/2010,3/1/2010,X,3500,3500,5/21/2010,9/14/2010,3,20,R,5,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
760,313584567,277,653510,NA,"BERNALILLO, COUNTY OF",METROPOLITAN DETENTION CENTER,ALBUQUERQUE,NM,87102,B,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,111 UNION SQUARE SE - SUITE 201,ALBUQUERQUE,NM,87102,N023    000017347,100,7/21/2009,12/17/2010,8/19/2009,1/14/2010,2011-10-14 16:38:47 EDT,2010,2508616,2001,,19100157 C01,O,12/15/2009,1/15/2010,X,NA,NA,,,1,6,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
761,313584567,277,653510,NA,"BERNALILLO, COUNTY OF",METROPOLITAN DETENTION CENTER,ALBUQUERQUE,NM,87102,B,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,111 UNION SQUARE SE - SUITE 201,ALBUQUERQUE,NM,87102,N023    000017347,100,7/21/2009,12/17/2010,8/19/2009,1/14/2010,2011-10-14 16:38:47 EDT,2010,2508618,1001,,19100305 G01   IVA,S,12/15/2009,1/15/2010,X,1500,1500,,,1,4,,2,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
762,313584567,277,653510,NA,"BERNALILLO, COUNTY OF",METROPOLITAN DETENTION CENTER,ALBUQUERQUE,NM,87102,B,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,111 UNION SQUARE SE - SUITE 201,ALBUQUERQUE,NM,87102,N023    000017347,100,7/21/2009,12/17/2010,8/19/2009,1/14/2010,2011-10-14 16:38:47 EDT,2010,2508617,1002,,19100305 G02  III,S,12/15/2009,1/15/2010,X,1500,1500,,,3,4,,2,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
763,313584575,278,653510,NA,"BERNALILLO, COUNTY OF",JUVENILE DETENTION CENTER,ALBUQUERQUE,NM,87107,B,0,N,S,9223,922140,H,A,,Y,X,,NA,,,,NA,111 UNION SQUARE ST SE SUITE 201,ALBUQUERQUE,NM,87102,N023    000010690,160,7/21/2009,1/5/2010,8/19/2009,1/4/2010,2011-10-14 16:38:47 EDT,2010,2508620,1001,,19100305 B01,S,12/2/2009,12/21/2009,X,1500,1500,,,1,10,,2,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
764,313584575,278,653510,NA,"BERNALILLO, COUNTY OF",JUVENILE DETENTION CENTER,ALBUQUERQUE,NM,87107,B,0,N,S,9223,922140,H,A,,Y,X,,NA,,,,NA,111 UNION SQUARE ST SE SUITE 201,ALBUQUERQUE,NM,87102,N023    000010690,160,7/21/2009,1/5/2010,8/19/2009,1/4/2010,2011-10-14 16:38:47 EDT,2010,2508619,2001,,19100157 C01,O,12/2/2009,12/21/2009,X,NA,NA,,,1,10,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
765,313610305,279,551701,NA,COOK COUNTY SHERIFF'S DEPARTMENT - HEADQUARTERS,2801 S. SACRAMENTO,CHICAGO,IL,60608,B,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N179    000000114,5,3/21/2010,12/30/2010,3/21/2010,5/17/2010,2011-10-14 16:38:47 EDT,2010,2514135,1001,,19100022 A01,S,4/30/2010,6/3/2010,X,NA,NA,,,1,3,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
766,313612038,280,551702,NA,CLAY COUNTY PROBATION DEPT.-(JAMES C. SULSBERGER),155 SOUTH MAIN,LOUISVILLE,IL,62858,B,0,N,S,9223,922140,H,A,,N,,,NA,,,,NA,P.O. BOX 267,LOUISVILLE,IL,62858,N179    000000331,5,5/18/2010,8/11/2010,5/18/2010,8/11/2010,2011-10-14 16:38:47 EDT,2010,2514356,1001,,19100157 E03,O,5/28/2010,7/15/2010,X,NA,NA,,,1,5,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
767,313612392,281,551701,NA,DUPAGE COUNTY SHERIFF OFFICE,501 N. COUNTY FARM RD.,WHEATON,IL,60187,B,0,N,S,9223,922140,H,A,,N,,,NA,,,,NA,"501 N. COUNTY FARM RD.""JOHN E. ZARABA, SHERIFF""",WHEATON,IL,60187,N179    000000360,545,6/7/2010,8/2/2010,6/7/2010,7/19/2010,2011-10-14 16:38:47 EDT,2010,2514414,2002,,19100334 A02   II,O,6/14/2010,7/19/2010,X,NA,NA,,,1,545,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
768,313612392,281,551701,NA,DUPAGE COUNTY SHERIFF OFFICE,501 N. COUNTY FARM RD.,WHEATON,IL,60187,B,0,N,S,9223,922140,H,A,,N,,,NA,,,,NA,"501 N. COUNTY FARM RD.""JOHN E. ZARABA, SHERIFF""",WHEATON,IL,60187,N179    000000360,545,6/7/2010,8/2/2010,6/7/2010,7/19/2010,2011-10-14 16:38:47 EDT,2010,2514412,1001,,19100134 C01,S,6/14/2010,7/19/2010,X,NA,NA,,,1,545,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
769,313612392,281,551701,NA,DUPAGE COUNTY SHERIFF OFFICE,501 N. COUNTY FARM RD.,WHEATON,IL,60187,B,0,N,S,9223,922140,H,A,,N,,,NA,,,,NA,"501 N. COUNTY FARM RD.""JOHN E. ZARABA, SHERIFF""",WHEATON,IL,60187,N179    000000360,545,6/7/2010,8/2/2010,6/7/2010,7/19/2010,2011-10-14 16:38:47 EDT,2010,2514413,2001,,19100132 D02,O,6/14/2010,7/19/2010,A,NA,NA,,,1,545,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
